text,intent,slot
CAN YOU DELETE SHOPPING_LIST.DOCX RIGHT NOW,delete_file,shopping_list.docx
can you empty trash ty,empty_recycle_bin,
kindly open file todo.pptx ty!!,search_file,todo.pptx
please make a folder called Java thanks.,create_folder,Java
hey run code . thanks.,run_command,code .
BRO UNPAUSE IT ASAP,resume_music,
"actually, shutdown ty",shutdown_pc,
"ok, move resume.pdf to another folder??",move_file,resume.pdf
YO I NEED A NEW FOLDER CALLED COLLEGE FOR ME!,create_folder,College
can you rename index.json ty.,rename_file,index.json
"um, open my HackArena project",open_project,HackArena
quickly previous song now,previous_song,
PLS SCREENSHOT THIS TY.,take_screenshot,
kindly look up how to center a div real quick.,search_web,how to center a div
BRO SHUTDOWN BEFORE CLOSE CHROME CANARY WHEN YOU CAN.,multi_intent,Chrome Canary
"uh, delete notes_final for me",delete_file,notes_final
"um, next song when you can!",next_song,
hey I want to use Notepad if possible!!,open_app,Notepad
plz make a copy of ppt_final.json,copy_file,ppt_final.json
can you rename todo_list.md real quick,rename_file,todo_list.md
quickly remove os_lab.pdf,delete_file,os_lab.pdf
hey run command code . if possible,run_command,code .
can you create a folder named Java if possible,create_folder,Java
hey rename folder Documents lol.,rename_folder,Documents
"actually, remove assignment1.pptx",delete_file,assignment1.pptx
"okay, what did I copy earlier lol.",clipboard_history,
"OK, WHERE IS INVOICE_2026.HTML.",search_file,invoice_2026.html
could you resume music right now.,resume_music,
please open illustrator and then open telegram right now!!,multi_intent,Illustrator;Telegram
"ok, open my DBMS Project project",open_project,DBMS Project
WOULD YOU SIGN OUT,logout,
pls new folder college please.,create_folder,College
quickly open windows media player before run git add .,multi_intent,Windows Media Player;git add .
"um, copy final_report.docx asap!!",copy_file,final_report.docx
plz look up best laptops 2026 before the meeting,search_web,best laptops 2026
could you sleep now lol,sleep_pc,
"so, volume down please",volume_down,
"okay, shutdown, close PyCharm lol.",multi_intent,PyCharm
quickly start command cargo build please,run_command,cargo build
hey open contractpulse right now??,open_project,ContractPulse
can you turn the volume up please,volume_up,
plz I'm looking for style when you can because I need Gmail,search_file,style
pls play music right now,play_music,
"um, is hackarena better than its competitors if possible",general_chat,
"ok, delete lab_manual thanks",delete_file,lab_manual
would you take me to settings real quick,open_settings,
hey brightness down,brightness_down,
could you delete folder Photos thanks...,delete_folder,Photos
can you I need Control Panel shut down now right now it's lagging,close_app,Control Panel
yo dim the screen when you can!,brightness_down,
"um, execute code . thanks...",run_command,code .
can you stop minecraft launcher now!,close_app,Minecraft Launcher
capture the screen,take_screenshot,
yo remove folder DBMS for me,delete_folder,DBMS
kindly take a screenshot right now!!,take_screenshot,
"actually, create folder videos.",create_folder,Videos
can you I'm proud of how Windows Media Player turned out please.,general_chat,
COULD YOU INCREASE BRIGHTNESS REAL QUICK??,brightness_up,
"um, restart my computer!!",restart_pc,
pls get rid of the file invoice.html for me i forgot where it is,delete_file,invoice.html
can you open system settings thanks,open_settings,
"uh, duplicate shopping_list lol",copy_file,shopping_list
"uh, what real quick i need it urgently",unknown,
hey make it quieter if possible,volume_down,
YO SEARCH FOR BEST LAPTOPS 2026 PLEASE,search_web,best laptops 2026
pls rename folder Music please I forgot where it is,rename_folder,Music
HEY DUPLICATE REQUIREMENTS.PY LOL,copy_file,requirements.py
quickly rename assignment1.txt to newname...,rename_file,assignment1.txt
"so, move shopping_list.md to another folder so I can browse!!",move_file,shopping_list.md
"UM, Turn THe voLuMe Up Now",volume_up,
can you rename script.txt ty,rename_file,script.txt
rename the Pictures folder lol.,rename_folder,Pictures
QUICKLY CLEAR TRASH,empty_recycle_bin,
"uh, start command pip install ty...",run_command,pip install
can you find resume_latest.pptx for me right now,search_file,resume_latest.pptx
plz open my HackArena project now so I can browse,open_project,HackArena
"um, make the screen brighter lol!!",brightness_up,
please copy package.docx,copy_file,package.docx
can you rename lab_manual.pptx for me,rename_file,lab_manual.pptx
"so, I'm looking for style thanks",search_file,style
PLEASE INCREASE VOLUME NOW,volume_up,
"okay, volume up thanks!",volume_up,
please open my FinSkin project,open_project,FinSkin
bro delete folder hackathon thanks.,delete_folder,Hackathon
please execute python app.py,run_command,python app.py
QUICKLY TURN SOUND BACK ON THANKS.,unmute,
hey open Firefox when you can,open_app,Firefox
can you increase volume.,volume_up,
can you delete presentation_draft.html lol.,delete_file,presentation_draft.html
"UM, WEBSTORM IS CONFUSING",general_chat,
kindly find timetable.json??,search_file,timetable.json
"so, Origin is amazing if possible",general_chat,
"uh, make a copy of ppt_final.json when you can for today's assignment",copy_file,ppt_final.json
"okay, open project weather app thanks??",open_project,Weather App
"uh, terminate Git Bash before the meeting.",close_app,Git Bash
bro brightness up thanks,brightness_up,
hey rename license.docx to newname now!,rename_file,LICENSE.docx
"okay, create folder IEEE after open it ty",multi_intent,IEEE
"okAY, telL me abOUt tHE cOmpIlEr projECT ProJEct ASAP",general_chat,
Yo rENAme thE PIctuReS FOLdER if pOssiBLe.,rename_folder,Pictures
"okay, duplicate shopping_list.js ty!",copy_file,shopping_list.js
"actually, rename readme.pptx to newname for me",rename_file,README.pptx
"so, thank you asap",general_chat,
hey go back a track!,previous_song,
quickly remove todo.pdf please??,delete_file,todo.pdf
would you copy summary.xlsx real quick,copy_file,summary.xlsx
quickly skip this song ty,next_song,
"okay, rename the file lab_manual.docx...",rename_file,lab_manual.docx
PLS RENAME THE SCREENSHOTS FOLDER NOW!,rename_folder,Screenshots
could you look for os_lab.css asap,search_file,os_lab.css
"okay, new folder IEEE please.",create_folder,IEEE
CaN yoU lOCK IT IF POssibLe,lock_pc,
please search for best laptops 2026 lol??,search_web,best laptops 2026
can you create a folder named Documents real quick.,create_folder,Documents
"uh, go to youtube.com now",open_url,youtube.com
"um, take a screenshot now??",take_screenshot,
"um, new folder Notes",create_folder,Notes
hey google cheap flights to goa thanks.,search_web,cheap flights to goa
can you rename folder Archive ty!!,rename_folder,Archive
"so, rename the Videos folder now!",rename_folder,Videos
hey exit WhatsApp please.,close_app,WhatsApp
"actually, trash Dockerfile.css right now",delete_file,Dockerfile.css
turn the volume up for me,volume_up,
yo google python vs javascript,search_web,python vs javascript
"actually, open my IEEE Paper project asap!",open_project,IEEE Paper
would you start command flask run real quick!!,run_command,flask run
COULD YOU PLAY SOMETHING REAL QUICK.,play_music,
QUICKLY LOWER THE VOLUME!!,volume_down,
"ok, take me to settings thanks",open_settings,
"ok, i need a new folder called work please",create_folder,Work
bro go to github.com when you can,open_url,github.com
quickly search for weather bengaluru for today's work...,search_web,weather bengaluru
could you dim the screen asap,brightness_down,
would you screenshot this!!,take_screenshot,
yo execute command git add . real quick.,run_command,git add .
kindly let's open spotify now,open_app,Spotify
"ok, Android Studio is amazing thanks!",general_chat,
can you start command git commit so I can browse,run_command,git commit
can you move license.docx!!,move_file,LICENSE.docx
"actually, rename the Downloads folder.",rename_folder,Downloads
"ok, start playing music for me",play_music,
what tech stack did I use for Photoshop!,general_chat,
"ok, shut down file explorerer.",close_app,File Explorer
"um, shutdown now when you can",shutdown_pc,
hey move invoice_2026.pdf to Desktop right now!!,move_file,invoice_2026.pdf
"okay, go to linkedin.com if possible",open_url,linkedin.com
plz rename folder pictures if possible!!,rename_folder,Pictures
plz where is invoice_2026.py asap??,search_file,invoice_2026.py
yo search for how to center a div!,search_web,how to center a div
hey exit Google Sheets right now,close_app,Google Sheets
quickly duplicate shopping_list.xlsx lol.,copy_file,shopping_list.xlsx
"okAY, OPEn poRtFoLIo SitE tY",open_project,Portfolio Site
kindly open project Budget Tracker then run npm start asap,multi_intent,Budget Tracker;npm start
quickly locate README.md please??,search_file,README.md
quickly open youtube.com ty,open_url,youtube.com
can you move notes_final.css!,move_file,notes_final.css
kindly screenshot this now,take_screenshot,
quickly mute the sound please,mute,
"uh, go to github.com ty for the DBMS lab",open_url,github.com
could yoU EmPTy ThE RECYCLe BiN PLEAsE,empty_recycle_bin,
"um, find package.xlsx before open it asap!",multi_intent,package.xlsx
can you create folder documents asap,create_folder,Documents
would you previous song please so I can browse.,previous_song,
pls fire up Firefox asap!,open_app,Firefox
"um, search for utils.js.",search_file,utils.js
would you open the site leetcode.com when you can,open_url,leetcode.com
can you rename dbms_notes.json,rename_file,dbms_notes.json
"CoulD YOU clOse PaInT, OPen VLC aSAP!",multi_intent,Paint;VLC
"okay, make a copy of utils.txt if possible",copy_file,utils.txt
please shutdown and then close After Effects lol,multi_intent,After Effects
"actually, open the site linkedin.com for me!!",open_url,linkedin.com
"SO, SHUT EXCEL OFF LOL IT'S LAGGING",close_app,Excel
"okay, execute flask run.",run_command,flask run
hey make it quieter now it's lagging??,volume_down,
please go to leetcode.com ty.,open_url,leetcode.com
"actually, unmute it!!",unmute,
yo search for next.js tutorial for me.,search_web,next.js tutorial
please remove os_lab.md please so i can browse!!,delete_file,os_lab.md
can you rename project_proposal.js for me,rename_file,project_proposal.js
"ok, locate package.py I forgot where it is.",search_file,package.py
can you delete notes.txt when you can!,delete_file,notes.txt
plz rename todo_list to newname!!,rename_file,todo_list
could you start command conda activate asap,run_command,conda activate
BRO VISIT GMAIL.COM,open_url,gmail.com
pls find timetable.json if possible,search_file,timetable.json
can you explain HackArena,general_chat,
hey unmute it asap.,unmute,
yo open FabrAIc thanks,open_project,FabrAIc
can you clear trash lol!,empty_recycle_bin,
could you open my FinSkin project right now.,open_project,FinSkin
kindly power off ty.,shutdown_pc,
please move notes_final.py to Desktop!,move_file,notes_final.py
"ok, copy notes.pdf real quick",copy_file,notes.pdf
"um, make it louder before the meeting.",volume_up,
"actually, I'm looking for style when you can",search_file,style
please execute python main.py if possible,run_command,python main.py
"so, copy meeting_notes.js real quick",copy_file,meeting_notes.js
please turn sound back on ty,unmute,
"so, copy README.html if possible.",copy_file,README.html
"UM, DUPLICATE UTILS.DOCX RIGHT NOW",copy_file,utils.docx
"um, create folder Semester4 before open it",multi_intent,Semester4
CAN YOU OPEN THE NEOSCORE PROJECT LOL,open_project,NeoScore
hey my project MarketShield is going well if possible??,general_chat,
could you execute command git clone right now.,run_command,git clone
search for best laptops 2026 asap,search_web,best laptops 2026
"ok, start slack right now!",open_app,Slack
bro duplicate README.pptx lol.,copy_file,README.pptx
kindly play the last song for today's assignment,previous_song,
"uh, banana potato thanks",unknown,
kindly what thanks,unknown,
hey make the screen brighter right now,brightness_up,
hey close down File Explorer,close_app,File Explorer
would you clear trash please...,empty_recycle_bin,
remove final_report asap,delete_file,final_report
pls volume up.,volume_up,
can you create a folder named Pictures now,create_folder,Pictures
"actually, empty trash if possible for today's assignment??",empty_recycle_bin,
"um, skip this song ty",next_song,
"okay, open settings please",open_settings,
hey duplicate license.txt ty,copy_file,LICENSE.txt
can you rename the file summary.pptx for me,rename_file,summary.pptx
hey shutdown asap,shutdown_pc,
"um, open Compiler Project please",open_project,Compiler Project
could you rename folder internship right now,rename_folder,Internship
can you rename app asap,rename_file,app
hey make it quieter ty,volume_down,
would you visit youtube.com right now!,open_url,youtube.com
"OK, GOOGLE PYTHON VS JAVASCRIPT",search_web,python vs javascript
plz rename the file style.xlsx please,rename_file,style.xlsx
hey set up a folder for IEEE please,create_folder,IEEE
plz remove script.css.,delete_file,script.css
quickly move lab_manual.docx to Desktop for me,move_file,lab_manual.docx
could you google how to center a div thanks,search_web,how to center a div
"ok, rename folder Pictures",rename_folder,Pictures
"ok, start Windows Media Player asap...",open_app,Windows Media Player
can you load project compiler project please!,open_project,Compiler Project
quickly trash the Photos folder for me,delete_folder,Photos
"plz hey, pull up edge!!",open_app,Edge
please power off when you can so i can browse,shutdown_pc,
plz open project FinSkin after run flask run lol,multi_intent,FinSkin;flask run
kindly look up next.js tutorial lol.,search_web,next.js tutorial
plz google cheap flights to goa right now,search_web,cheap flights to goa
can you rename folder Family,rename_folder,Family
plz trash the Photos folder when you can for today's work!!,delete_folder,Photos
"um, close Google Docs before open Edge real quick",multi_intent,Google Docs;Edge
plz lock now real quick,lock_pc,
PLEASE EXECUTE GIT CLONE THANKS,run_command,git clone
"so, switch to my Chat App project asap!",open_project,Chat App
can you move presentation_draft.pptx for me,move_file,presentation_draft.pptx
could you trash final_report.html thanks,delete_file,final_report.html
pls log out of this account lol!!,logout,
COULd you OpEn the SIte StackOvErFlOW.coM PlEase,open_url,stackoverflow.com
pls silence it.,mute,
quickly make a copy of final_report.html for me.,copy_file,final_report.html
pLS TaKe ME tO LiNKedin.coM noW,open_url,linkedin.com
plz copy notes.pdf asap!,copy_file,notes.pdf
please where is test_cases.css for me,search_file,test_cases.css
"um, I need Chrome Beta shut down now real quick.",close_app,Chrome Beta
switch to my Internship Project project thanks.,open_project,Internship Project
can you turn the volume down if possible,volume_down,
pls open Figma real quick!,open_app,Figma
"ok, get rid of the file cover_letter.css ty.",delete_file,cover_letter.css
pls go to github.com asap...,open_url,github.com
"uh, visit google.com lol",open_url,google.com
"um, sleep mode real quick for the DBMS lab",sleep_pc,
can you google best laptops 2026 real quick for today's work!!,search_web,best laptops 2026
"ok, gEt RId Of ThE FIle InVOiCE_2026 NOw For tODaY's aSsiGNMent",delete_file,invoice_2026
pls google cheap flights to goa now!,search_web,cheap flights to goa
can you make folder react now,create_folder,React
would you what tech stack did I use for Skype real quick,general_chat,
PLZ REMOVE FINAL_REPORT.MD FOR ME...,delete_file,final_report.md
please search the web for python vs javascript when you can!!,search_web,python vs javascript
can you duplicate shopping_list.md ty.,copy_file,shopping_list.md
"okay, LoOK uP CHeAP flIgHtS tO GOA ThaNKS For THE DbMs lAb.",search_web,cheap flights to goa
yo new folder Pictures,create_folder,Pictures
quickly search the web for weather bengaluru for me!!,search_web,weather bengaluru
"um, create folder desktop and then open it if possible.",multi_intent,Desktop
"oKAy, LeT's wOrk oN CAlcuLAtOR ApP riGhT nOW",open_project,Calculator App
pls quit outlook please,close_app,Outlook
pls where is budget.json for me.,search_file,budget.json
kindly move cover_letter.pptx to another folder thanks,move_file,cover_letter.pptx
"um, execute python main.py real quick.",run_command,python main.py
plz I want to use Visual Studio ty,open_app,Visual Studio
please trash the Python folder asap,delete_folder,Python
yo mute the sound,mute,
capture the screen if possible before the meeting,take_screenshot,
cAn YOu MaKe A foLder caLLeD JaVA When you CaN i FOrGOt WheRE it IS!!,create_folder,Java
cOUld yoU tURN sOuND BACK oN RIGhT NOw.,unmute,
"okay, open project Portfolio v2 and then run npm test thanks.",multi_intent,Portfolio v2;npm test
pls dim the screen please,brightness_down,
KINDLY RENAME FOLDER PYTHON ASAP,rename_folder,Python
hey go back a track lol...,previous_song,
"bro run python app.py, run code . when you can...",multi_intent,python app.py;code .
"so, set up a folder for Notes ty",create_folder,Notes
please take me to linkedin.com right now.,open_url,linkedin.com
"okay, copy invoice.js.",copy_file,invoice.js
"actually, go to github.com before the meeting",open_url,github.com
can you rename LICENSE.js real quick,rename_file,LICENSE.js
"okay, turn the volume down lol.",volume_down,
pls copy LICENSE.json for me,copy_file,LICENSE.json
open gmail.com thanks,open_url,gmail.com
"ok, get rid of the pictures folder",delete_folder,Pictures
"ok, volume down asap",volume_down,
could you I need to change a setting ty,open_settings,
plz duplicate timetable.xlsx,copy_file,timetable.xlsx
"okay, lower the volume right now",volume_down,
plz open file test_cases.xlsx thanks for today's assignment...,search_file,test_cases.xlsx
bro hello!,general_chat,
can you launch project os lab ty,open_project,OS Lab
"so, duplicate config.xlsx please.",copy_file,config.xlsx
"actually, i'm looking for cover_letter lol so i can browse",search_file,cover_letter
plz figma is my favorite app!,general_chat,
"actually, brightness down ty",brightness_down,
"okay, shutdown now for me!",shutdown_pc,
"uh, trash the School folder real quick",delete_folder,School
"ok, get rid of the Hackathon folder if possible.",delete_folder,Hackathon
"actually, clear trash lol",empty_recycle_bin,
can you rename README.pptx.,rename_file,README.pptx
"um, unmute it",unmute,
please play the next track asap!,next_song,
could you rename the file project_proposal.md...,rename_file,project_proposal.md
can you make it quieter for me,volume_down,
yo move shopping_list.xlsx to another folder now,move_file,shopping_list.xlsx
please launch Chrome Canary and launch Skype please!,multi_intent,Chrome Canary;Skype
cAN YoU DELEtE Dbms_NotEs.html,delete_file,dbms_notes.html
"so, trash the Screenshots folder right now",delete_folder,Screenshots
"um, switch to my CareBridgeAI project thanks I forgot where it is!",open_project,CareBridgeAI
could you tell me a joke lol!,general_chat,
"ok, silence it right now",mute,
pls what do you think of fabraic,general_chat,
can you pause it ty for today's work.,pause_music,
"UM, SCREENSHOT THIS!",take_screenshot,
could you I used to use IEEE Paper a lot please,general_chat,
"so, open Premiere Pro thanks because I need Gmail??",open_app,Premiere Pro
can you find todo_list.docx for me if possible.,search_file,todo_list.docx
execute command git clone,run_command,git clone
"so, what did i copy earlier lol so i can browse",clipboard_history,
plz rename folder AI,rename_folder,AI
"ok, pull up test_cases.js for me",search_file,test_cases.js
kindly create directory Portfolio ty,create_folder,Portfolio
would you shutdown,shutdown_pc,
hey play the next track when you can??,next_song,
quickly lock the screen if possible.,lock_pc,
"actually, turn sound back on for me",unmute,
search for utils.js if possible,search_file,utils.js
please open Edge asap,open_app,Edge
quickly unpause it please.,resume_music,
bro find file package.txt now!,search_file,package.txt
"okay, make a copy of package.json.",copy_file,package.json
quickly open project dbms project and run docker build for me,multi_intent,DBMS Project;docker build
plz logout now lol.,logout,
"uh, make a copy of notes.py",copy_file,notes.py
can you delete presentation_draft.pptx now,delete_file,presentation_draft.pptx
"so, rename the Screenshots folder when you can",rename_folder,Screenshots
"ok, open Notepad after open Google Chrome please",multi_intent,Notepad;Google Chrome
please create directory Work,create_folder,Work
would you lock my pc ty,lock_pc,
kindly take me to settings please.,open_settings,
kindly go back a track asap for today's work.,previous_song,
"OKAy, ExecutE COMmaNd GiT PUSH WheN yoU cAn",run_command,git push
can you delete utils.css for me,delete_file,utils.css
"okay, qwerty if possible",unknown,
quickly rename the file timetable.pptx asap,rename_file,timetable.pptx
hey make the screen brighter ty.,brightness_up,
quickly stop Minecraft Launcher lol,close_app,Minecraft Launcher
yo skip this song if possible for the DBMS lab,next_song,
can you run python main.py for me,run_command,python main.py
kindly rename folder Desktop real quick!,rename_folder,Desktop
open minecraft launcher please when you can!!,open_app,Minecraft Launcher
"ok, what did I copy earlier asap",clipboard_history,
pls look up weather bengaluru right now for today's work,search_web,weather bengaluru
bro brightness down lol,brightness_down,
please quit Minecraft Launcher,close_app,Minecraft Launcher
"so, open chrome canary followed by open windows media player right now",multi_intent,Chrome Canary;Windows Media Player
"um, gET rid of ThE NOtes FolDer AsAP",delete_folder,Notes
"so, I want to use Notepad??",open_app,Notepad
move assignment2.md to another folder asap it's lagging.,move_file,assignment2.md
could you where is invoice.css please.,search_file,invoice.css
bro visit chatgpt.com now,open_url,chatgpt.com
"uh, start playing music please.",play_music,
"actually, lower the volume please",volume_down,
"um, volume down asap!",volume_down,
yo rename the file Dockerfile.pptx thanks,rename_file,Dockerfile.pptx
yo volume down,volume_down,
could you what is ChatBot now,general_chat,
quickly remove invoice_2026.pptx please.,delete_file,invoice_2026.pptx
please play music thanks!!,play_music,
bro turn off sound!,mute,
please execute command pip freeze if possible!!,run_command,pip freeze
pls qwerty lol,unknown,
set up a folder for Archive if possible because I need Gmail,create_folder,Archive
could you i used to use google docs a lot for me.,general_chat,
hey copy todo.css ty.,copy_file,todo.css
bro search for syllabus.py.,search_file,syllabus.py
"ok, remove shopping_list.docx??",delete_file,shopping_list.docx
kindly turn off my computer lol!,shutdown_pc,
could you new folder Internship,create_folder,Internship
"ok, copy script now...",copy_file,script
can you trash the Backup folder,delete_folder,Backup
bro play music real quick I need it urgently,play_music,
kindly move assignment2.docx to another folder asap,move_file,assignment2.docx
open settings now.,open_settings,
could you previous song lol,previous_song,
can you I'm proud of how ML Project turned out,general_chat,
I need a new folder called Images real quick!,create_folder,Images
plz play music real quick...,play_music,
kindly execute flask run I need it urgently??,run_command,flask run
yo move invoice.xlsx to another folder right now,move_file,invoice.xlsx
"actually, let's work on Budget Tracker...",open_project,Budget Tracker
snipping tool is amazing asap.,general_chat,
yo find config.xlsx,search_file,config.xlsx
can you go to gmail.com real quick,open_url,gmail.com
plz open settings if possible!,open_settings,
can you move presentation_draft.md it's lagging!,move_file,presentation_draft.md
WOULD YOU I WANT TO USE OPERA LOL,open_app,Opera
"ok, lower the brightness now??",brightness_down,
yo turn the volume up asap,volume_up,
"um, open the site youtube.com real quick",open_url,youtube.com
please log me out!,logout,
cAN yOu reNamE meEtinG_NoteS.jS AsaP.,rename_file,meeting_notes.js
pls brightness up for me??,brightness_up,
"ok, sign out real quick for the DBMS lab",logout,
kill Visual Studio Code asap before the meeting.,close_app,Visual Studio Code
plz open settings,open_settings,
can you move package.json real quick...,move_file,package.json
plz search for invoice now.,search_file,invoice
could you remove timetable if possible for today's assignment,delete_file,timetable
"actually, start command conda activate",run_command,conda activate
"uh, pull up HackArena project when you can",open_project,HackArena
"ok, unpause it lol!",resume_music,
"okay, let's work on ChatBot please...",open_project,ChatBot
"so, trash dockerfile.pdf.",delete_file,Dockerfile.pdf
hey rename the file lab_manual.docx right now so i can browse,rename_file,lab_manual.docx
"uh, shut down Windows Media Player asap",close_app,Windows Media Player
search for config.html thanks for the DBMS lab.,search_file,config.html
would you reboot now real quick!,restart_pc,
can you run code . please,run_command,code .
plz log me out!!,logout,
plz kill Git Bash when you can for today's assignment!,close_app,Git Bash
KindlY EMPTy TraSh,empty_recycle_bin,
pls make the screen brighter,brightness_up,
"um, restart lol",restart_pc,
"sO, REnaME rePorT.pdF to NeWnAME iF pOsSIBLE for The dbMs lAb...",rename_file,report.pdf
"okay, visit linkedin.com when you can",open_url,linkedin.com
plz restart my computer.,restart_pc,
can you previous song,previous_song,
"ok, execute command git push asap!",run_command,git push
plz look up how to center a div if possible!,search_web,how to center a div
"UH, rENAMe tHe dbMs fOLder When yOu cAn",rename_folder,DBMS
bro pull up draft if possible.,search_file,draft
kindly rename folder Internship asap!!,rename_folder,Internship
pls turn off sound lol.,mute,
"so, what did I copy earlier when you can.",clipboard_history,
"actually, make folder Desktop for me...",create_folder,Desktop
"actually, make it quieter??",volume_down,
"ok, run CMD lol.",open_app,CMD
bro play the last song right now,previous_song,
"actually, DBMS Project isn't opening for some reason if possible!",general_chat,
lower the volume ty...,volume_down,
plz copy invoice.js please,copy_file,invoice.js
would you remove todo.js now...,delete_file,todo.js
"um, sleep mode",sleep_pc,
"Um, DEleTE foLDer scHoOl",delete_folder,School
HEY RENAME APP.MD TO NEWNAME FOR ME,rename_file,app.md
hey terminate intellij ty,close_app,IntelliJ
hey run git checkout main thanks,run_command,git checkout main
"so, open my AlphaWave project",open_project,AlphaWave
can you pause the song real quick,pause_music,
please play something,play_music,
yo unmute it when you can,unmute,
plz look up python vs javascript real quick before the meeting!,search_web,python vs javascript
pls pull up Movie Recommender project lol...,open_project,Movie Recommender
plz sign out ty??,logout,
can you create folder IEEE asap,create_folder,IEEE
can you open Premiere Pro when you can,open_app,Premiere Pro
would you delete folder vacation for me!,delete_folder,Vacation
Plz traSH tHE PHOtOs FoLdER iF POssIblE,delete_folder,Photos
please lock it??,lock_pc,
plz run command explorer . thanks,run_command,explorer .
"um, search for requirements.txt asap.",search_file,requirements.txt
"OKAY, RENAME THE PICTURES FOLDER ASAP",rename_folder,Pictures
quickly capture the screen thanks,take_screenshot,
please google best laptops 2026 asap...,search_web,best laptops 2026
pls TeRminaTE PRemIerE PrO NoW,close_app,Premiere Pro
kindly visit stackoverflow.com.,open_url,stackoverflow.com
"so, rename the file config.js for me i need it urgently!!",rename_file,config.js
clear trash please??,empty_recycle_bin,
please I'm looking for resume for me!!,search_file,resume
"okay, go to sleep real quick!",sleep_pc,
can you delete main.json!,delete_file,main.json
"um, delete folder desktop.",delete_folder,Desktop
hey execute command python app.py real quick before the meeting,run_command,python app.py
please close Photoshop before open Firefox please.,multi_intent,Photoshop;Firefox
"okay, turn the volume up now",volume_up,
can you close visual studio.,close_app,Visual Studio
please lock it now,lock_pc,
"actually, rename project_proposal.docx to newname ty",rename_file,project_proposal.docx
would you remove project_proposal asap,delete_file,project_proposal
"um, previous song",previous_song,
hey take me to settings if possible.,open_settings,
could you rename the OS folder when you can,rename_folder,OS
"ok, lower the brightness thanks",brightness_down,
quickly quit chrome beta thanks,close_app,Chrome Beta
"uh, ecowave is my favorite app",general_chat,
hey open up file explorer if possible,open_app,File Explorer
plz make a folder called Archive!!,create_folder,Archive
quickly shut down the pc,shutdown_pc,
bro pull up notes.xlsx lol!!,search_file,notes.xlsx
"um, do we have a file called final_report lol",search_file,final_report
yo shut down vs code real quick.,close_app,VS Code
can you close atom,close_app,Atom
PLEASE UNPAUSE IT WHEN YOU CAN!!,resume_music,
can you search the web for python vs javascript now,search_web,python vs javascript
brightness up!,brightness_up,
would you turn the volume up when you can.,volume_up,
yo launch project alphawave when you can,open_project,AlphaWave
"so, todo app isn't opening for some reason",general_chat,
please open the site stackoverflow.com ty,open_url,stackoverflow.com
kindly lock the screen,lock_pc,
"ok, lock it??",lock_pc,
"actually, make folder videos for me.",create_folder,Videos
bro delete invoice.pdf asap.,delete_file,invoice.pdf
hey run command npm start.,run_command,npm start
rename folder Photos??,rename_folder,Photos
pls pause the song asap,pause_music,
mute thanks,mute,
"um, trash the Backup folder lol.",delete_folder,Backup
"actually, lorem ipsum for me",unknown,
pls banana potato when you can.,unknown,
plz start command python main.py please,run_command,python main.py
"UH, CONTINUE PLAYING TY BECAUSE I NEED GMAIL",resume_music,
"can you run cargo run, run cargo build please",multi_intent,cargo run;cargo build
could you move todo.docx to Desktop lol...,move_file,todo.docx
can you search the web for python vs javascript,search_web,python vs javascript
can you find test_cases.css right now...,search_file,test_cases.css
"uh, delete folder images right now so i can browse",delete_folder,Images
yo mute for me.,mute,
"actually, visit linkedin.com??",open_url,linkedin.com
"um, set up a folder for backup",create_folder,Backup
"actually, search the web for best laptops 2026 lol because I need Gmail",search_web,best laptops 2026
"OK, SHUTDOWN AND CLOSE ILLUSTRATOR WHEN YOU CAN.",multi_intent,Illustrator
plz continue playing for me,resume_music,
YO OPEN ANDROID STUDIO AFTER OPEN TASK MANAGER FOR ME.,multi_intent,Android Studio;Task Manager
pls switch to YouTube Music!,open_app,YouTube Music
would you rename folder School please,rename_folder,School
pls open my ChatBot project ty!,open_project,ChatBot
hey screenshot this real quick.,take_screenshot,
could you execute git add . for today's assignment.,run_command,git add .
"ok, find file test_cases.",search_file,test_cases
could you put the pc to sleep for me,sleep_pc,
"ok, remove folder Work now",delete_folder,Work
"okay, rename the Hackathon folder real quick",rename_folder,Hackathon
"actually, open file todo_list.py",search_file,todo_list.py
pls rename the Videos folder.,rename_folder,Videos
can you find style.html for me asap!!,search_file,style.html
bro get rid of the Archive folder if possible...,delete_folder,Archive
please brightness down when you can.,brightness_down,
can you close atom thanks,close_app,Atom
PLS SHUT DOWN THE PC IF POSSIBLE,shutdown_pc,
"uh, shutdown, close Chrome Beta if possible.",multi_intent,Chrome Beta
pls pull up budget.md,search_file,budget.md
please start command flask run ty I need it urgently.,run_command,flask run
pls run git merge and run python app.py when you can!!,multi_intent,git merge;python app.py
yo open project Portfolio Site and run pip freeze right now!,multi_intent,Portfolio Site;pip freeze
"actually, execute git clone if possible!",run_command,git clone
can you rename os_lab.docx to newname for me??,rename_file,os_lab.docx
"uh, new folder Videos real quick.",create_folder,Videos
"okay, remove folder Games real quick!",delete_folder,Games
kindly thanks a lot thanks,general_chat,
plz run git checkout main when you can.,run_command,git checkout main
can you pull up requirements lol,search_file,requirements
"uh, capture the screen now.",take_screenshot,
could you go to stackoverflow.com real quick,open_url,stackoverflow.com
"please shutdown, close Slack if possible!",multi_intent,Slack
"so, what!!",unknown,
can you close Settings,close_app,Settings
pls open project Internship Project then run pip freeze lol,multi_intent,Internship Project;pip freeze
kindly make a copy of config.js asap!!,copy_file,config.js
